"","Site","TA_evap","temp","pH.sample.with.dye.corrections","Salinity","seacarb.flag","seacarb.S","seacarb.T","seacarb.Patm","seacarb.P","seacarb.pH","seacarb.CO2","seacarb.fCO2","seacarb.pCO2","seacarb.fCO2pot","seacarb.pCO2pot","seacarb.fCO2insitu","seacarb.pCO2insitu","seacarb.HCO3","seacarb.CO3","seacarb.DIC","seacarb.ALK","seacarb.OmegaAragonite","seacarb.OmegaCalcite"
"1","PBB",2059.997,25.9,8.098355,29.46,8.000000e+00,2.946000e+01,2.590000e+01,1.000000e+00,0.000000e+00,8.098355e+00,9.202364e-06,3.221596e+02,3.231795e+02,3.221596e+02,3.231795e+02,3.221596e+02,3.231795e+02,1.583933e-03,1.940243e-04,1.787159e-03,2.059997e-03,3.188015e+00,4.892325e+00
