,Site,TA_evap,temp,Salinity,pH.sample.with.dye.corrections,flag,S,T,Patm,P,pH,CO2,fCO2,pCO2,fCO2pot,pCO2pot,fCO2insitu,pCO2insitu,HCO3,CO3,DIC,ALK,OmegaAragonite,OmegaCalcite
1,PBB,2059.997,25,29,8.098355,8.00E+00,2.90E+01,2.50E+01,1.00E+00,0.00E+00,8.10E+00,9.51E-06,3.25E+02,3.26E+02,3.25E+02,3.26E+02,3.25E+02,3.26E+02,1.60E-03,1.87E-04,1.80E-03,2.06E-03,3.07E+00,4.73E+00
